                         Date  Latitude  Longitude  Pressure(dbar)  Temperature(°C)  Salinity(PSU)
2025-01-05 20:08:02.002157056  26.94225  -26.59429      491.959991        12.638000      35.463001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      494.000000        12.628000      35.462002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      496.000000        12.614000      35.459999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      498.000000        12.575000      35.456001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      500.000000        12.546000      35.452999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      501.959991        12.523000      35.451000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      503.920013        12.503000      35.448002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      506.000000        12.476000      35.445000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      508.040009        12.442000      35.442001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      510.000000        12.413000      35.438999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      512.000000        12.398000      35.438000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      514.000000        12.380000      35.436001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      515.960022        12.362000      35.433998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      518.000000        12.338000      35.431999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      520.000000        12.302000      35.428001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      522.000000        12.294000      35.426998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      524.039978        12.284000      35.425999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      526.039978        12.256000      35.424000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      528.000000        12.238000      35.422001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      530.000000        12.228000      35.421001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      531.960022        12.218000      35.419998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      533.960022        12.212000      35.418999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      536.039978        12.205000      35.417999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      538.039978        12.201000      35.417000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      539.960022        12.182000      35.415001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      541.960022        12.155000      35.412998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      544.000000        12.143000      35.411999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      546.000000        12.131000      35.410000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      548.000000        12.117000      35.409000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      550.039978        12.106000      35.408001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      552.000000        12.088000      35.405998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      554.000000        12.075000      35.404999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      556.000000        12.060000      35.403000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      557.960022        12.038000      35.401001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      560.000000        12.021000      35.400002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      562.039978        12.014000      35.398998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      564.039978        11.994000      35.396999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      566.039978        11.977000      35.395000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      567.960022        11.964000      35.394001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      569.960022        11.952000      35.393002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      571.960022        11.948000      35.391998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      573.960022        11.941000      35.389999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      575.960022        11.909000      35.387001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      577.960022        11.851000      35.382999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      579.960022        11.825000      35.381001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      582.000000        11.812000      35.379002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      584.039978        11.800000      35.377998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      586.000000        11.794000      35.376999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      588.000000        11.760000      35.374001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      590.039978        11.715000      35.369999
